College,Branch,Category,Closing_Rank
Kommuri Pratap Reddy Institute of Technology,MTECH-CIVIL,BC-A,1408
Kommuri Pratap Reddy Institute of Technology,MTECH-CIVIL,BC-B,1598
Kommuri Pratap Reddy Institute of Technology,MTECH-CIVIL,BC-C,1331
Kommuri Pratap Reddy Institute of Technology,MTECH-CIVIL,BC-D,1277
Kommuri Pratap Reddy Institute of Technology,MTECH-CIVIL,SC,1456
Kommuri Pratap Reddy Institute of Technology,MTECH-CIVIL,ST,1363
Lords Institute of Engineering,MTECH-CSE,OC,521
Lords Institute of Engineering,MTECH-CSE,BC-A,407
Lords Institute of Engineering,MTECH-CSE,BC-B,431
Lords Institute of Engineering,MTECH-CSE,BC-C,513
Lords Institute of Engineering,MTECH-CSE,BC-D,684
Lords Institute of Engineering,MTECH-CSE,SC,836
Lords Institute of Engineering,MTECH-CSE,ST,441
Lords Institute of Engineering,MTECH-ECE,OC,364
Lords Institute of Engineering,MTECH-ECE,BC-A,639
Lords Institute of Engineering,MTECH-ECE,BC-B,403
Lords Institute of Engineering,MTECH-ECE,BC-C,681
Lords Institute of Engineering,MTECH-ECE,BC-D,729
Lords Institute of Engineering,MTECH-ECE,SC,778
Lords Institute of Engineering,MTECH-ECE,ST,669
Lords Institute of Engineering,MTECH-EEE,OC,615
Lords Institute of Engineering,MTECH-EEE,BC-A,447
Lords Institute of Engineering,MTECH-EEE,BC-B,407
Lords Institute of Engineering,MTECH-EEE,BC-C,596
Lords Institute of Engineering,MTECH-EEE,BC-D,675
Lords Institute of Engineering,MTECH-EEE,SC,549
Lords Institute of Engineering,MTECH-EEE,ST,558
Lords Institute of Engineering,MTECH-MECH,OC,809
Lords Institute of Engineering,MTECH-MECH,BC-A,531
Lords Institute of Engineering,MTECH-MECH,BC-B,747
Lords Institute of Engineering,MTECH-MECH,BC-C,816
Lords Institute of Engineering,MTECH-MECH,BC-D,610
Lords Institute of Engineering,MTECH-MECH,SC,477
Lords Institute of Engineering,MTECH-MECH,ST,495
Lords Institute of Engineering,MTECH-CIVIL,OC,307
Lords Institute of Engineering,MTECH-CIVIL,BC-A,566
Lords Institute of Engineering,MTECH-CIVIL,BC-B,351
Lords Institute of Engineering,MTECH-CIVIL,BC-C,614
Lords Institute of Engineering,MTECH-CIVIL,BC-D,544
Lords Institute of Engineering,MTECH-CIVIL,SC,425
Lords Institute of Engineering,MTECH-CIVIL,ST,559
MNR College of Engineering,MTECH-CSE,OC,1199
MNR College of Engineering,MTECH-CSE,BC-A,922
MNR College of Engineering,MTECH-CSE,BC-B,1357
MNR College of Engineering,MTECH-CSE,BC-C,1343
MNR College of Engineering,MTECH-CSE,BC-D,1089
MNR College of Engineering,MTECH-CSE,SC,1393
MNR College of Engineering,MTECH-CSE,ST,1253
MNR College of Engineering,MTECH-ECE,OC,1313
MNR College of Engineering,MTECH-ECE,BC-A,943
MNR College of Engineering,MTECH-ECE,BC-B,1307
MNR College of Engineering,MTECH-ECE,BC-C,1097
MNR College of Engineering,MTECH-ECE,BC-D,1274
MNR College of Engineering,MTECH-ECE,SC,949
MNR College of Engineering,MTECH-ECE,ST,1121
MNR College of Engineering,MTECH-EEE,OC,1098
MNR College of Engineering,MTECH-EEE,BC-A,1008
MNR College of Engineering,MTECH-EEE,BC-B,943
MNR College of Engineering,MTECH-EEE,BC-C,1047
MNR College of Engineering,MTECH-EEE,BC-D,1071
MNR College of Engineering,MTECH-EEE,SC,820
MNR College of Engineering,MTECH-EEE,ST,1093
MNR College of Engineering,MTECH-MECH,OC,1123
MNR College of Engineering,MTECH-MECH,BC-A,815
MNR College of Engineering,MTECH-MECH,BC-B,859
MNR College of Engineering,MTECH-MECH,BC-C,755
MNR College of Engineering,MTECH-MECH,BC-D,1139
MNR College of Engineering,MTECH-MECH,SC,957
MNR College of Engineering,MTECH-MECH,ST,997
MNR College of Engineering,MTECH-CIVIL,OC,1084
MNR College of Engineering,MTECH-CIVIL,BC-A,1069
MNR College of Engineering,MTECH-CIVIL,BC-B,969
MNR College of Engineering,MTECH-CIVIL,BC-C,948
MNR College of Engineering,MTECH-CIVIL,BC-D,1021
MNR College of Engineering,MTECH-CIVIL,SC,1035
MNR College of Engineering,MTECH-CIVIL,ST,1334
Narayana Engineering College,MTECH-CSE,OC,659
Narayana Engineering College,MTECH-CSE,BC-A,286
Narayana Engineering College,MTECH-CSE,BC-B,534
Narayana Engineering College,MTECH-CSE,BC-C,315
Narayana Engineering College,MTECH-CSE,BC-D,520
Narayana Engineering College,MTECH-CSE,SC,492
Narayana Engineering College,MTECH-CSE,ST,307
Narayana Engineering College,MTECH-ECE,OC,248
Narayana Engineering College,MTECH-ECE,BC-A,620
Narayana Engineering College,MTECH-ECE,BC-B,195
Narayana Engineering College,MTECH-ECE,BC-C,593
Narayana Engineering College,MTECH-ECE,BC-D,388
Narayana Engineering College,MTECH-ECE,SC,552
Narayana Engineering College,MTECH-ECE,ST,529
Narayana Engineering College,MTECH-EEE,OC,703
Narayana Engineering College,MTECH-EEE,BC-A,453
Narayana Engineering College,MTECH-EEE,BC-B,714
Narayana Engineering College,MTECH-EEE,BC-C,421
Narayana Engineering College,MTECH-EEE,BC-D,508
Narayana Engineering College,MTECH-EEE,SC,555
Narayana Engineering College,MTECH-EEE,ST,489
Narayana Engineering College,MTECH-MECH,OC,611
Narayana Engineering College,MTECH-MECH,BC-A,540
Narayana Engineering College,MTECH-MECH,BC-B,612
Narayana Engineering College,MTECH-MECH,BC-C,459
Narayana Engineering College,MTECH-MECH,BC-D,614
Narayana Engineering College,MTECH-MECH,SC,328
Narayana Engineering College,MTECH-MECH,ST,398
Narayana Engineering College,MTECH-CIVIL,OC,432
Narayana Engineering College,MTECH-CIVIL,BC-A,398
Narayana Engineering College,MTECH-CIVIL,BC-B,739
Narayana Engineering College,MTECH-CIVIL,BC-C,561
Narayana Engineering College,MTECH-CIVIL,BC-D,787
Narayana Engineering College,MTECH-CIVIL,SC,642
Narayana Engineering College,MTECH-CIVIL,ST,384
Nova Engineering College,MTECH-CSE,OC,1596
Nova Engineering College,MTECH-CSE,BC-A,1534
Nova Engineering College,MTECH-CSE,BC-B,1430
Nova Engineering College,MTECH-CSE,BC-C,1568
Nova Engineering College,MTECH-CSE,BC-D,1526
Nova Engineering College,MTECH-CSE,SC,1419
Nova Engineering College,MTECH-CSE,ST,1435
Nova Engineering College,MTECH-ECE,OC,1248
Nova Engineering College,MTECH-ECE,BC-A,1031
Nova Engineering College,MTECH-ECE,BC-B,1149
Nova Engineering College,MTECH-ECE,BC-C,1086
Nova Engineering College,MTECH-ECE,BC-D,1470
Nova Engineering College,MTECH-ECE,SC,1213
Nova Engineering College,MTECH-ECE,ST,1414
Nova Engineering College,MTECH-EEE,OC,1166
Nova Engineering College,MTECH-EEE,BC-A,1366
Nova Engineering College,MTECH-EEE,BC-B,1120
Nova Engineering College,MTECH-EEE,BC-C,1335
Nova Engineering College,MTECH-EEE,BC-D,1333
Nova Engineering College,MTECH-EEE,SC,1299
Nova Engineering College,MTECH-EEE,ST,1148
Nova Engineering College,MTECH-MECH,OC,1342
Nova Engineering College,MTECH-MECH,BC-A,1470
Nova Engineering College,MTECH-MECH,BC-B,1437
Nova Engineering College,MTECH-MECH,BC-C,1173
Nova Engineering College,MTECH-MECH,BC-D,1181
Nova Engineering College,MTECH-MECH,SC,1505
Nova Engineering College,MTECH-MECH,ST,1312
Nova Engineering College,MTECH-CIVIL,OC,1605
Nova Engineering College,MTECH-CIVIL,BC-A,1391
Nova Engineering College,MTECH-CIVIL,BC-B,1488
Nova Engineering College,MTECH-CIVIL,BC-C,1604
Nova Engineering College,MTECH-CIVIL,BC-D,1289
Nova Engineering College,MTECH-CIVIL,SC,1346
Nova Engineering College,MTECH-CIVIL,ST,1314
Pragati Engineering College,MTECH-CSE,OC,688
Pragati Engineering College,MTECH-CSE,BC-A,413
Pragati Engineering College,MTECH-CSE,BC-B,721
Pragati Engineering College,MTECH-CSE,BC-C,518
Pragati Engineering College,MTECH-CSE,BC-D,556
Pragati Engineering College,MTECH-CSE,SC,387
Pragati Engineering College,MTECH-CSE,ST,331
Pragati Engineering College,MTECH-ECE,OC,912
Pragati Engineering College,MTECH-ECE,BC-A,741
Pragati Engineering College,MTECH-ECE,BC-B,849
Pragati Engineering College,MTECH-ECE,BC-C,873
Pragati Engineering College,MTECH-ECE,BC-D,930
Pragati Engineering College,MTECH-ECE,SC,501
Pragati Engineering College,MTECH-ECE,ST,469
Pragati Engineering College,MTECH-EEE,OC,349
Pragati Engineering College,MTECH-EEE,BC-A,347
Pragati Engineering College,MTECH-EEE,BC-B,449
Pragati Engineering College,MTECH-EEE,BC-C,526
Pragati Engineering College,MTECH-EEE,BC-D,732
Pragati Engineering College,MTECH-EEE,SC,380
Pragati Engineering College,MTECH-EEE,ST,694
Pragati Engineering College,MTECH-MECH,OC,352
Pragati Engineering College,MTECH-MECH,BC-A,530
Pragati Engineering College,MTECH-MECH,BC-B,486
Pragati Engineering College,MTECH-MECH,BC-C,319
Pragati Engineering College,MTECH-MECH,BC-D,694
Pragati Engineering College,MTECH-MECH,SC,271
Pragati Engineering College,MTECH-MECH,ST,277
Pragati Engineering College,MTECH-CIVIL,OC,673
Pragati Engineering College,MTECH-CIVIL,BC-A,447
Pragati Engineering College,MTECH-CIVIL,BC-B,490
Pragati Engineering College,MTECH-CIVIL,BC-C,748
Pragati Engineering College,MTECH-CIVIL,BC-D,289
Pragati Engineering College,MTECH-CIVIL,SC,639
Pragati Engineering College,MTECH-CIVIL,ST,719
Ramananda Institute of Technology,MTECH-CSE,OC,755
Ramananda Institute of Technology,MTECH-CSE,BC-A,1072
Ramananda Institute of Technology,MTECH-CSE,BC-B,1137
Ramananda Institute of Technology,MTECH-CSE,BC-C,931
Ramananda Institute of Technology,MTECH-CSE,BC-D,1102
Ramananda Institute of Technology,MTECH-CSE,SC,821
Ramananda Institute of Technology,MTECH-CSE,ST,754
Ramananda Institute of Technology,MTECH-ECE,OC,1067
Ramananda Institute of Technology,MTECH-ECE,BC-A,872
Ramananda Institute of Technology,MTECH-ECE,BC-B,961
Ramananda Institute of Technology,MTECH-ECE,BC-C,1001
Ramananda Institute of Technology,MTECH-ECE,BC-D,829
Ramananda Institute of Technology,MTECH-ECE,SC,1151
Ramananda Institute of Technology,MTECH-ECE,ST,1313
Ramananda Institute of Technology,MTECH-EEE,OC,1061
Ramananda Institute of Technology,MTECH-EEE,BC-A,825
Ramananda Institute of Technology,MTECH-EEE,BC-B,901
Ramananda Institute of Technology,MTECH-EEE,BC-C,1052
Ramananda Institute of Technology,MTECH-EEE,BC-D,1055
Ramananda Institute of Technology,MTECH-EEE,SC,1032
Ramananda Institute of Technology,MTECH-EEE,ST,967
Ramananda Institute of Technology,MTECH-MECH,OC,1055
Ramananda Institute of Technology,MTECH-MECH,BC-A,859
Ramananda Institute of Technology,MTECH-MECH,BC-B,1160
Ramananda Institute of Technology,MTECH-MECH,BC-C,808
Ramananda Institute of Technology,MTECH-MECH,BC-D,724
Ramananda Institute of Technology,MTECH-MECH,SC,1101
Ramananda Institute of Technology,MTECH-MECH,ST,1017
Ramananda Institute of Technology,MTECH-CIVIL,OC,860
Ramananda Institute of Technology,MTECH-CIVIL,BC-A,1221
Ramananda Institute of Technology,MTECH-CIVIL,BC-B,805
Ramananda Institute of Technology,MTECH-CIVIL,BC-C,973
Ramananda Institute of Technology,MTECH-CIVIL,BC-D,1028
Ramananda Institute of Technology,MTECH-CIVIL,SC,850
Ramananda Institute of Technology,MTECH-CIVIL,ST,1063
Sphoorthy Engineering College,MTECH-CSE,OC,788
Sphoorthy Engineering College,MTECH-CSE,BC-A,854
Sphoorthy Engineering College,MTECH-CSE,BC-B,740
Sphoorthy Engineering College,MTECH-CSE,BC-C,771
Sphoorthy Engineering College,MTECH-CSE,BC-D,977
Sphoorthy Engineering College,MTECH-CSE,SC,871
Sphoorthy Engineering College,MTECH-CSE,ST,826
Sphoorthy Engineering College,MTECH-ECE,OC,786
Sphoorthy Engineering College,MTECH-ECE,BC-A,892
Sphoorthy Engineering College,MTECH-ECE,BC-B,816
Sphoorthy Engineering College,MTECH-ECE,BC-C,574
Sphoorthy Engineering College,MTECH-ECE,BC-D,627
Sphoorthy Engineering College,MTECH-ECE,SC,836
Sphoorthy Engineering College,MTECH-ECE,ST,679
Sphoorthy Engineering College,MTECH-EEE,OC,1067
Sphoorthy Engineering College,MTECH-EEE,BC-A,852
Sphoorthy Engineering College,MTECH-EEE,BC-B,814
Sphoorthy Engineering College,MTECH-EEE,BC-C,858
Sphoorthy Engineering College,MTECH-EEE,BC-D,790
Sphoorthy Engineering College,MTECH-EEE,SC,685
Sphoorthy Engineering College,MTECH-EEE,ST,1149
Sphoorthy Engineering College,MTECH-MECH,OC,1142
Sphoorthy Engineering College,MTECH-MECH,BC-A,1064
Sphoorthy Engineering College,MTECH-MECH,BC-B,712
Sphoorthy Engineering College,MTECH-MECH,BC-C,783
Sphoorthy Engineering College,MTECH-MECH,BC-D,912
Sphoorthy Engineering College,MTECH-MECH,SC,920
Sphoorthy Engineering College,MTECH-MECH,ST,825
Sphoorthy Engineering College,MTECH-CIVIL,OC,1146
Sphoorthy Engineering College,MTECH-CIVIL,BC-A,1099
Sphoorthy Engineering College,MTECH-CIVIL,BC-B,1116
Sphoorthy Engineering College,MTECH-CIVIL,BC-C,1092
Sphoorthy Engineering College,MTECH-CIVIL,BC-D,857
Sphoorthy Engineering College,MTECH-CIVIL,SC,810
Sphoorthy Engineering College,MTECH-CIVIL,ST,1079
Sree Dattha Institute of Engineering,MTECH-CSE,OC,1294
Sree Dattha Institute of Engineering,MTECH-CSE,BC-A,1318
Sree Dattha Institute of Engineering,MTECH-CSE,BC-B,1217
Sree Dattha Institute of Engineering,MTECH-CSE,BC-C,1289
Sree Dattha Institute of Engineering,MTECH-CSE,BC-D,1047
Sree Dattha Institute of Engineering,MTECH-CSE,SC,1330
Sree Dattha Institute of Engineering,MTECH-CSE,ST,1026
Sree Dattha Institute of Engineering,MTECH-ECE,OC,1052
Sree Dattha Institute of Engineering,MTECH-ECE,BC-A,797
Sree Dattha Institute of Engineering,MTECH-ECE,BC-B,771
Sree Dattha Institute of Engineering,MTECH-ECE,BC-C,1090
Sree Dattha Institute of Engineering,MTECH-ECE,BC-D,1074
Sree Dattha Institute of Engineering,MTECH-ECE,SC,989
Sree Dattha Institute of Engineering,MTECH-ECE,ST,1232
Sree Dattha Institute of Engineering,MTECH-EEE,OC,1002
Sree Dattha Institute of Engineering,MTECH-EEE,BC-A,1111
Sree Dattha Institute of Engineering,MTECH-EEE,BC-B,1278
Sree Dattha Institute of Engineering,MTECH-EEE,BC-C,1037
Sree Dattha Institute of Engineering,MTECH-EEE,BC-D,1456
Sree Dattha Institute of Engineering,MTECH-EEE,SC,1309
Sree Dattha Institute of Engineering,MTECH-EEE,ST,1036
Sree Dattha Institute of Engineering,MTECH-MECH,OC,1206
Sree Dattha Institute of Engineering,MTECH-MECH,BC-A,1331
Sree Dattha Institute of Engineering,MTECH-MECH,BC-B,972
Sree Dattha Institute of Engineering,MTECH-MECH,BC-C,1180
Sree Dattha Institute of Engineering,MTECH-MECH,BC-D,1068
Sree Dattha Institute of Engineering,MTECH-MECH,SC,904
Sree Dattha Institute of Engineering,MTECH-MECH,ST,992
Sree Dattha Institute of Engineering,MTECH-CIVIL,OC,1288
Sree Dattha Institute of Engineering,MTECH-CIVIL,BC-A,1447
Sree Dattha Institute of Engineering,MTECH-CIVIL,BC-B,1399
Sree Dattha Institute of Engineering,MTECH-CIVIL,BC-C,1292
Sree Dattha Institute of Engineering,MTECH-CIVIL,BC-D,1444
Sree Dattha Institute of Engineering,MTECH-CIVIL,SC,1208
Sree Dattha Institute of Engineering,MTECH-CIVIL,ST,978
Sree Kavitha Engineering College,MTECH-CSE,OC,424
Sree Kavitha Engineering College,MTECH-CSE,BC-A,628
Sree Kavitha Engineering College,MTECH-CSE,BC-B,534
Sree Kavitha Engineering College,MTECH-CSE,BC-C,623
Sree Kavitha Engineering College,MTECH-CSE,BC-D,474
Sree Kavitha Engineering College,MTECH-CSE,SC,425
Sree Kavitha Engineering College,MTECH-CSE,ST,859
Sree Kavitha Engineering College,MTECH-ECE,OC,442
Sree Kavitha Engineering College,MTECH-ECE,BC-A,720
Sree Kavitha Engineering College,MTECH-ECE,BC-B,636
Sree Kavitha Engineering College,MTECH-ECE,BC-C,865
Sree Kavitha Engineering College,MTECH-ECE,BC-D,539
Sree Kavitha Engineering College,MTECH-ECE,SC,811
Sree Kavitha Engineering College,MTECH-ECE,ST,736
Sree Kavitha Engineering College,MTECH-EEE,OC,531
Sree Kavitha Engineering College,MTECH-EEE,BC-A,738
Sree Kavitha Engineering College,MTECH-EEE,BC-B,544
Sree Kavitha Engineering College,MTECH-EEE,BC-C,407
Sree Kavitha Engineering College,MTECH-EEE,BC-D,391
Sree Kavitha Engineering College,MTECH-EEE,SC,616
Sree Kavitha Engineering College,MTECH-EEE,ST,551
Sree Kavitha Engineering College,MTECH-MECH,OC,724
Sree Kavitha Engineering College,MTECH-MECH,BC-A,603
Sree Kavitha Engineering College,MTECH-MECH,BC-B,745
Sree Kavitha Engineering College,MTECH-MECH,BC-C,512
Sree Kavitha Engineering College,MTECH-MECH,BC-D,592
Sree Kavitha Engineering College,MTECH-MECH,SC,731
Sree Kavitha Engineering College,MTECH-MECH,ST,569
Sree Kavitha Engineering College,MTECH-CIVIL,OC,669
Sree Kavitha Engineering College,MTECH-CIVIL,BC-A,600
Sree Kavitha Engineering College,MTECH-CIVIL,BC-B,600
Sree Kavitha Engineering College,MTECH-CIVIL,BC-C,1016
Sree Kavitha Engineering College,MTECH-CIVIL,BC-D,908
Sree Kavitha Engineering College,MTECH-CIVIL,SC,931
Sree Kavitha Engineering College,MTECH-CIVIL,ST,685
Sri Indu College of Engineering,MTECH-CSE,OC,1592
Sri Indu College of Engineering,MTECH-CSE,BC-A,1725
Sri Indu College of Engineering,MTECH-CSE,BC-B,1552
Sri Indu College of Engineering,MTECH-CSE,BC-C,1650
Sri Indu College of Engineering,MTECH-CSE,BC-D,1568
Sri Indu College of Engineering,MTECH-CSE,SC,1582
Sri Indu College of Engineering,MTECH-CSE,ST,1915
Sri Indu College of Engineering,MTECH-ECE,OC,1553
Sri Indu College of Engineering,MTECH-ECE,BC-A,1760
Sri Indu College of Engineering,MTECH-ECE,BC-B,1738
Sri Indu College of Engineering,MTECH-ECE,BC-C,1737
Sri Indu College of Engineering,MTECH-ECE,BC-D,1794
Sri Indu College of Engineering,MTECH-ECE,SC,1930
Sri Indu College of Engineering,MTECH-ECE,ST,1811
Sri Indu College of Engineering,MTECH-EEE,OC,1596
Sri Indu College of Engineering,MTECH-EEE,BC-A,1796
Sri Indu College of Engineering,MTECH-EEE,BC-B,1665
Sri Indu College of Engineering,MTECH-EEE,BC-C,1784
Sri Indu College of Engineering,MTECH-EEE,BC-D,1638
Sri Indu College of Engineering,MTECH-EEE,SC,1638
Sri Indu College of Engineering,MTECH-EEE,ST,1551
Sri Indu College of Engineering,MTECH-MECH,OC,1796
Sri Indu College of Engineering,MTECH-MECH,BC-A,1646
Sri Indu College of Engineering,MTECH-MECH,BC-B,1578
Sri Indu College of Engineering,MTECH-MECH,BC-C,1486
Sri Indu College of Engineering,MTECH-MECH,BC-D,1651
Sri Indu College of Engineering,MTECH-MECH,SC,1734
Sri Indu College of Engineering,MTECH-MECH,ST,1654
Sri Indu College of Engineering,MTECH-CIVIL,OC,2042
Sri Indu College of Engineering,MTECH-CIVIL,BC-A,1832
Sri Indu College of Engineering,MTECH-CIVIL,BC-B,1965
Sri Indu College of Engineering,MTECH-CIVIL,BC-C,2024
Sri Indu College of Engineering,MTECH-CIVIL,BC-D,1742
Sri Indu College of Engineering,MTECH-CIVIL,SC,1751
Sri Indu College of Engineering,MTECH-CIVIL,ST,1975
Sri Venkateswara Engineering College,MTECH-CSE,OC,1793
Sri Venkateswara Engineering College,MTECH-CSE,BC-A,1798
Sri Venkateswara Engineering College,MTECH-CSE,BC-B,1819
Sri Venkateswara Engineering College,MTECH-CSE,BC-C,1438
Sri Venkateswara Engineering College,MTECH-CSE,BC-D,1808
Sri Venkateswara Engineering College,MTECH-CSE,SC,1440
Sri Venkateswara Engineering College,MTECH-CSE,ST,1465
Sri Venkateswara Engineering College,MTECH-ECE,OC,1496
Sri Venkateswara Engineering College,MTECH-ECE,BC-A,1555
Sri Venkateswara Engineering College,MTECH-ECE,BC-B,1619
Sri Venkateswara Engineering College,MTECH-ECE,BC-C,1380
Sri Venkateswara Engineering College,MTECH-ECE,BC-D,1516
Sri Venkateswara Engineering College,MTECH-ECE,SC,1763
Sri Venkateswara Engineering College,MTECH-ECE,ST,1446
Sri Venkateswara Engineering College,MTECH-EEE,OC,1724
Sri Venkateswara Engineering College,MTECH-EEE,BC-A,1734
Sri Venkateswara Engineering College,MTECH-EEE,BC-B,1472
Sri Venkateswara Engineering College,MTECH-EEE,BC-C,1311
Sri Venkateswara Engineering College,MTECH-EEE,BC-D,1347
Sri Venkateswara Engineering College,MTECH-EEE,SC,1494
Sri Venkateswara Engineering College,MTECH-EEE,ST,1654
Sri Venkateswara Engineering College,MTECH-MECH,OC,1486
Sri Venkateswara Engineering College,MTECH-MECH,BC-A,1616
Sri Venkateswara Engineering College,MTECH-MECH,BC-B,1494
Sri Venkateswara Engineering College,MTECH-MECH,BC-C,1274
Sri Venkateswara Engineering College,MTECH-MECH,BC-D,1615
Sri Venkateswara Engineering College,MTECH-MECH,SC,1646
Sri Venkateswara Engineering College,MTECH-MECH,ST,1550
Sri Venkateswara Engineering College,MTECH-CIVIL,OC,1500
Sri Venkateswara Engineering College,MTECH-CIVIL,BC-A,1482
Sri Venkateswara Engineering College,MTECH-CIVIL,BC-B,1625
Sri Venkateswara Engineering College,MTECH-CIVIL,BC-C,1330
Sri Venkateswara Engineering College,MTECH-CIVIL,BC-D,1279
Sri Venkateswara Engineering College,MTECH-CIVIL,SC,1655
Sri Venkateswara Engineering College,MTECH-CIVIL,ST,1326
Swarna Bharathi Institute of Science,MTECH-CSE,OC,1857
Swarna Bharathi Institute of Science,MTECH-CSE,BC-A,1633
Swarna Bharathi Institute of Science,MTECH-CSE,BC-B,1811
Swarna Bharathi Institute of Science,MTECH-CSE,BC-C,1774
Swarna Bharathi Institute of Science,MTECH-CSE,BC-D,1889
Swarna Bharathi Institute of Science,MTECH-CSE,SC,1977
Swarna Bharathi Institute of Science,MTECH-CSE,ST,1594
Swarna Bharathi Institute of Science,MTECH-ECE,OC,1651
Swarna Bharathi Institute of Science,MTECH-ECE,BC-A,1496
Swarna Bharathi Institute of Science,MTECH-ECE,BC-B,1587
Swarna Bharathi Institute of Science,MTECH-ECE,BC-C,1684
Swarna Bharathi Institute of Science,MTECH-ECE,BC-D,1929
Swarna Bharathi Institute of Science,MTECH-ECE,SC,1773
Swarna Bharathi Institute of Science,MTECH-ECE,ST,1530
Swarna Bharathi Institute of Science,MTECH-EEE,OC,1631
Swarna Bharathi Institute of Science,MTECH-EEE,BC-A,1452
Swarna Bharathi Institute of Science,MTECH-EEE,BC-B,1885
Swarna Bharathi Institute of Science,MTECH-EEE,BC-C,1667
Swarna Bharathi Institute of Science,MTECH-EEE,BC-D,1592
Swarna Bharathi Institute of Science,MTECH-EEE,SC,1509
Swarna Bharathi Institute of Science,MTECH-EEE,ST,1779
Swarna Bharathi Institute of Science,MTECH-MECH,OC,1974
Swarna Bharathi Institute of Science,MTECH-MECH,BC-A,1799
Swarna Bharathi Institute of Science,MTECH-MECH,BC-B,1504
Swarna Bharathi Institute of Science,MTECH-MECH,BC-C,1945
Swarna Bharathi Institute of Science,MTECH-MECH,BC-D,1892
Swarna Bharathi Institute of Science,MTECH-MECH,SC,1750
Swarna Bharathi Institute of Science,MTECH-MECH,ST,1871
Swarna Bharathi Institute of Science,MTECH-CIVIL,OC,2100
Swarna Bharathi Institute of Science,MTECH-CIVIL,BC-A,1955
Swarna Bharathi Institute of Science,MTECH-CIVIL,BC-B,1790
Swarna Bharathi Institute of Science,MTECH-CIVIL,BC-C,2073
Swarna Bharathi Institute of Science,MTECH-CIVIL,BC-D,2044
Swarna Bharathi Institute of Science,MTECH-CIVIL,SC,2166
Swarna Bharathi Institute of Science,MTECH-CIVIL,ST,2061
Teegala Krishna Reddy Engineering College,MTECH-CSE,OC,859
Teegala Krishna Reddy Engineering College,MTECH-CSE,BC-A,624
Teegala Krishna Reddy Engineering College,MTECH-CSE,BC-B,933
Teegala Krishna Reddy Engineering College,MTECH-CSE,BC-C,597
Teegala Krishna Reddy Engineering College,MTECH-CSE,BC-D,651
Teegala Krishna Reddy Engineering College,MTECH-CSE,SC,669
Teegala Krishna Reddy Engineering College,MTECH-CSE,ST,751
Teegala Krishna Reddy Engineering College,MTECH-ECE,OC,583
Teegala Krishna Reddy Engineering College,MTECH-ECE,BC-A,638
Teegala Krishna Reddy Engineering College,MTECH-ECE,BC-B,411
Teegala Krishna Reddy Engineering College,MTECH-ECE,BC-C,331
Teegala Krishna Reddy Engineering College,MTECH-ECE,BC-D,778
Teegala Krishna Reddy Engineering College,MTECH-ECE,SC,388
Teegala Krishna Reddy Engineering College,MTECH-ECE,ST,462
Teegala Krishna Reddy Engineering College,MTECH-EEE,OC,244
Teegala Krishna Reddy Engineering College,MTECH-EEE,BC-A,271
Teegala Krishna Reddy Engineering College,MTECH-EEE,BC-B,511
Teegala Krishna Reddy Engineering College,MTECH-EEE,BC-C,556
Teegala Krishna Reddy Engineering College,MTECH-EEE,BC-D,706
Teegala Krishna Reddy Engineering College,MTECH-EEE,SC,433
Teegala Krishna Reddy Engineering College,MTECH-EEE,ST,450
Teegala Krishna Reddy Engineering College,MTECH-MECH,OC,695
Teegala Krishna Reddy Engineering College,MTECH-MECH,BC-A,703
Teegala Krishna Reddy Engineering College,MTECH-MECH,BC-B,713
Teegala Krishna Reddy Engineering College,MTECH-MECH,BC-C,708
Teegala Krishna Reddy Engineering College,MTECH-MECH,BC-D,601
Teegala Krishna Reddy Engineering College,MTECH-MECH,SC,827
Teegala Krishna Reddy Engineering College,MTECH-MECH,ST,563
Teegala Krishna Reddy Engineering College,MTECH-CIVIL,OC,562
Teegala Krishna Reddy Engineering College,MTECH-CIVIL,BC-A,283
Teegala Krishna Reddy Engineering College,MTECH-CIVIL,BC-B,324
Teegala Krishna Reddy Engineering College,MTECH-CIVIL,BC-C,488
Teegala Krishna Reddy Engineering College,MTECH-CIVIL,BC-D,688
Teegala Krishna Reddy Engineering College,MTECH-CIVIL,SC,359
Teegala Krishna Reddy Engineering College,MTECH-CIVIL,ST,692
Vaishnavi Institute of Technology,MTECH-CSE,OC,1144
Vaishnavi Institute of Technology,MTECH-CSE,BC-A,1216
Vaishnavi Institute of Technology,MTECH-CSE,BC-B,1221
Vaishnavi Institute of Technology,MTECH-CSE,BC-C,869
Vaishnavi Institute of Technology,MTECH-CSE,BC-D,981
Vaishnavi Institute of Technology,MTECH-CSE,SC,1006
Vaishnavi Institute of Technology,MTECH-CSE,ST,915
Vaishnavi Institute of Technology,MTECH-ECE,OC,675
Vaishnavi Institute of Technology,MTECH-ECE,BC-A,1141
Vaishnavi Institute of Technology,MTECH-ECE,BC-B,884
Vaishnavi Institute of Technology,MTECH-ECE,BC-C,692
Vaishnavi Institute of Technology,MTECH-ECE,BC-D,1101
Vaishnavi Institute of Technology,MTECH-ECE,SC,932
Vaishnavi Institute of Technology,MTECH-ECE,ST,774
Vaishnavi Institute of Technology,MTECH-EEE,OC,1070
Vaishnavi Institute of Technology,MTECH-EEE,BC-A,1153
Vaishnavi Institute of Technology,MTECH-EEE,BC-B,854
