Institute Name,Branch Code,OC BOYS,OC GIRLS,"BC_A BOYS","BC_A GIRLS","BC_B BOYS","BC_B GIRLS","BC_C BOYS","BC_C GIRLS","BC_D BOYS","BC_D GIRLS","BC_E BOYS","BC_E GIRLS","SC BOYS","SC GIRLS","ST BOYS","ST GIRLS","EWS BOYS","EWS GIRLS"
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KASIREDDY NARAYANAREDDY COLL ENGG RES,CSD,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KASIREDDY NARAYANAREDDY COLL ENGG RES,CSM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KASIREDDY NARAYANAREDDY COLL ENGG RES,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KOMMURI PRATAP REDDY INST OF TECHNOLOGY  (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,CSO,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,INF,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
K U COLLEGE OF ENGG  KOTHAGUDEM,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE,CSE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE,MIN,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,INF,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,CSD,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MGU COLLEGE OF ENGINEERING AND TECHNOLOGY ,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156856,156856,156852,156852
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,CSM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,CSM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,CSC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,CSM,156852,156852,156852,156852,156852,156860,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
M V S R ENGINEERING COLLEGE (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
M V S R ENGINEERING COLLEGE (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
NIGAMA ENGINEERING COLLEGE,CSE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,CSE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
O U COLLEGE OF TECH  HYDERABAD,TEX,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
O U COLLEGE OF TECH  HYDERABAD  - SELF FINANCE,TEX,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
PALLAVI ENGINEERING COLLEGE,CSM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
PALLAVI ENGINEERING COLLEGE,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
PALLAVI ENGINEERING COLLEGE,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SAI SPURTI INSTITUTE OF TECHNOLOGY,CSM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS),CSB,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS),CSI,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SREE DATTHA GRP OF INSTNS,CSD,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SREE DATTHA GRP OF INSTNS,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),CSO,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),CSW,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CSD,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),CSD,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE) ,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SRI VENKATESWARA ENGINEERING COLLEGE,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SRI VENKATESWARA ENGINEERING COLLEGE,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SWAMI VIVEKANANDA INST OF TECHNOLOGY,AID,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SVS GRP OF INSTNS - SVS INST OF TECH,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
TALLA PADMAVATHI COLL OF ENGINEERING,CSE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
TALLA PADMAVATHI COLL OF ENGINEERING,CSM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
TALLA PADMAVATHI COLL OF ENGINEERING,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VASAVI COLLEGE OF ENGINEERING,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,CSD,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,CSM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VIGNAN INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VIGNAN INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VIGNAN INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VAAGESHWARI COLL OF ENGINEERING,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VAAGESHWARI COLL OF ENGINEERING,MEC,156852,156852,156852,156864,156852,156860,156852,156852,156852,156852,156852,156852,156858,156858,156865,156865,156852,156852
VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,CSE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,INF,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,CSE,156852,156852,156852,156864,156852,156860,156852,156852,156852,156852,156852,156852,156858,156858,156865,156865,156852,156852
SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,ECE,156852,156852,156852,156864,156852,156860,156852,156852,156852,156852,156852,156852,156858,156858,156865,156865,156852,156852
VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VIJAYA ENGINEERING COLLEGE,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VMR PRADEEP KUMAR INST OF ENGG & TECH,CSE,156852,156852,156852,156864,156852,156860,156852,156852,156852,156852,156852,156852,156858,156858,156865,156865,156852,156852
VIJAYA RURAL ENGINEERING COLLEGE,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VIJAYA RURAL ENGINEERING COLLEGE,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VIJAYA RURAL ENGINEERING COLLEGE,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
VIVEKANANDA INSTT OF TECH AND SCI  BOMMAKAL,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,CSE,NA,16883,NA,45357,NA,27571,NA,100890,NA,25328,NA,34684,NA,53167,NA,71093,NA,16883
BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,CSM,NA,18573,NA,50191,NA,30388,NA,18573,NA,27987,NA,38071,NA,86790,NA,124028,NA,18573
BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,ECE,NA,36742,NA,146387,NA,58322,NA,49982,NA,56251,NA,119924,NA,154161,NA,151843,NA,36742
BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,EEE,NA,52699,NA,142238,NA,140682,NA,52699,NA,142753,NA,129560,NA,131404,NA,154856,NA,105172
BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,INF,NA,21505,NA,84356,NA,44194,NA,123993,NA,39517,NA,74927,NA,135574,NA,149365,NA,23372
BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),CSE,NA,9825,NA,25627,NA,15005,NA,38314,NA,15021,NA,26216,NA,43811,NA,44025,NA,9825
BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),CSM,NA,11111,NA,28341,NA,16284,NA,18406,NA,15251,NA,29038,NA,42744,NA,79793,NA,11111
BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),ECE,NA,19295,NA,50001,NA,29971,NA,19295,NA,29402,NA,72995,NA,120130,NA,134701,NA,20029
BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),EEE,NA,39175,NA,124316,NA,129410,NA,88419,NA,88188,NA,139834,NA,153183,NA,152307,NA,54000
BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),INF,NA,13409,NA,34261,NA,19858,NA,91580,NA,20709,NA,30454,NA,69852,NA,105478,NA,13409
GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,CS,NA,30719,NA,126144,NA,56881,NA,30719,NA,60646,NA,142600,NA,151745,NA,155847,NA,32023
GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,CSE,NA,26407,NA,85006,NA,45055,NA,49178,NA,48419,NA,80237,NA,120746,NA,151942,NA,29484
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,CSD,NA,6917,NA,17718,NA,12803,NA,6917,NA,10090,NA,6917,NA,34122,NA,66998,NA,7210
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,CSE,NA,6470,NA,20122,NA,9187,NA,46759,NA,8011,NA,13868,NA,25241,NA,40453,NA,6636
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,CSM,NA,6697,NA,16169,NA,10744,NA,6697,NA,9417,NA,11630,NA,39847,NA,33077,NA,6868
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,ECE,NA,15098,NA,41584,NA,20974,NA,122123,NA,21196,NA,30679,NA,68847,NA,69770,NA,15271
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,EEE,NA,31566,NA,121504,NA,66064,NA,129886,NA,54687,NA,81144,NA,128339,NA,118774,NA,39726
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,ETM,NA,27006,NA,103646,NA,56734,NA,39667,NA,43616,NA,55023,NA,148195,NA,152345,NA,34322
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,INF,NA,9932,NA,24742,NA,14554,NA,47923,NA,13186,NA,19711,NA,45387,NA,77266,NA,9932
KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,CIV,NA,156411,NA,156411,NA,156411,NA,156411,NA,156411,NA,156411,NA,156411,NA,156411,NA,156411
KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,CSE,NA,109066,NA,125531,NA,130253,NA,109066,NA,141782,NA,109066,NA,131664,NA,150448,NA,127296
KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,ECE,NA,124071,NA,146800,NA,153040,NA,124071,NA,141019,NA,138116,NA,146467,NA,151950,NA,132924
KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,EEE,NA,120287,NA,155528,NA,156636,NA,120287,NA,121750,NA,152011,NA,156235,NA,154041,NA,124589
KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,CIV,NA,84922,NA,84922,NA,134986,NA,84922,NA,84922,NA,84922,NA,84922,NA,84922,NA,84922
KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,CSE,NA,60670,NA,122329,NA,97052,NA,60670,NA,82243,NA,89839,NA,155880,NA,153786,NA,111992
KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,ECE,NA,97221,NA,142544,NA,135175,NA,97221,NA,143017,NA,146194,NA,147148,NA,154754,NA,123737
KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,EEE,NA,107262,NA,107262,NA,107262,NA,107262,NA,107262,NA,107262,NA,107262,NA,107262,NA,107262
UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,CSD,NA,65865,NA,137777,NA,154756,NA,65865,NA,116745,NA,142737,NA,153005,NA,156649,NA,113975
UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,CSE,NA,12142,NA,117751,NA,81447,NA,78624,NA,77003,NA,90866,NA,78204,NA,105967,NA,90933
UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,CSM,NA,19461,NA,140047,NA,137711,NA,19461,NA,142470,NA,142711,NA,156708,NA,154857,NA,120078
UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,ECE,NA,56915,NA,136270,NA,144123,NA,107560,NA,140668,NA,56915,NA,156075,NA,155647,NA,137184
UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,EEE,NA,59552,NA,59552,NA,59552,NA,59552,NA,59552,NA,59552,NA,80809,NA,140924,NA,59552
UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,INF,NA,135101,NA,142096,NA,146715,NA,135101,NA,135101,NA,144831,NA,155945,NA,146408,NA,102651
MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,AID,NA,78707,NA,139745,NA,141546,NA,78707,NA,130924,NA,108736,NA,156645,NA,150981,NA,129985
MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,AIM,NA,112664,NA,144139,NA,143611,NA,132767,NA,144635,NA,135804,NA,154551,NA,145731,NA,112664
MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,CSE,NA,71082,NA,134912,NA,104932,NA,71082,NA,108634,NA,122336,NA,145716,NA,151317,NA,86206
MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,ECE,NA,75616,NA,142034,NA,146179,NA,75616,NA,142120,NA,75616,NA,154396,NA,153032,NA,134328
MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,EEE,NA,103969,NA,103969,NA,103969,NA,103969,NA,103969,NA,103969,NA,156748,NA,156278,NA,103969
MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,CSD,NA,78513,NA,78513,NA,150135,NA,78513,NA,132428,NA,127914,NA,151672,NA,156629,NA,78513
MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,CSE,NA,106921,NA,145601,NA,140996,NA,106921,NA,145756,NA,106921,NA,155925,NA,155589,NA,139052
MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,CSM,NA,49498,NA,94309,NA,118240,NA,49498,NA,142346,NA,139948,NA,49498,NA,81486,NA,54673
MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,ECE,NA,52320,NA,124274,NA,80081,NA,52320,NA,59239,NA,52320,NA,108927,NA,52320,NA,52320
